row_key,id,book_title,author,publish_year,place_name,region,language,genres_csv,narrative_era,passage_or_summary
4956:wd-Q3796036-Q733,wd-Q3796036-Q733,Il tesoro del presidente del Paraguay,Emilio Salgari,1894,Paraguay,Latin America,Italian,,1894s,
8483:wd-Q19085772-Q96,wd-Q19085772-Q96,The Electric Executioner,H. P. Lovecraft,1930,Mexico,Latin America,English,,1930s,"H. P. Lovecraft's revision of Adolphe de Castro's short story ""The Automatic Executioner"""
4018:wd-Q247379-Q8678,wd-Q247379-Q8678,Eleven Minutes,Paulo Coelho,2003,Rio de Janeiro,Latin America,Portuguese,,2003s,"Eleven Minutes is the story of Maria, a young girl from a Brazilian village, whose first innocent brushes with love leave her heartbroken. At a tender age, she becomes convinced that she will never find true love, instead believing that ""love is a terrible thing that will make you suffer. . . ."" A chance meeting in Rio takes her to Geneva, where she dreams of finding fame and fortune. Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness — sexual pleasure for its own sake — or risking everything to find her own ""inner light"" and the possibility of sacred sex, sex in the context of love.This P.S. edition features an extra 16 pages of insights into the book, includ"
9044:wd-Q3772205-Q1247,wd-Q3772205-Q1247,The Last Pirates,Emilio Salgari,1908,Caribbean Sea,Latin America,Italian,,1908s,"The Last Pirates is an adventure novel written by Italian author Emilio Salgari, published in 1908. It is the final book in Salgari's popular The Black Corsair series."
8688:wd-Q1193847-Q18,wd-Q1193847-Q18,The General in His Labyrinth,Gabriel García Márquez,0,South America,Latin America,Spanish,,,"The General in His Labyrinth is a 1989 dictator novel by Colombian writer and Nobel laureate Gabriel García Márquez. It is a fictionalized account of the last seven months of Simón Bolívar, liberator and leader of Gran Colombia. The book traces Bolívar's final journey from Bogotá to the Caribbean coastline of Colombia in his attempt to leave South America for exile in Europe. Breaking with the traditional heroic portrayal of Bolívar El Libertador, García Márquez depicts a pathetic protagonist, a prematurely aged man who is physically ill and mentally exhausted. The story explores the labyrinth of Bolívar's life through the narrative of his memories, in which ""despair, sickness, and death inevitably win out over love, health, and life""."
10053:wd-Q1886719-Q43,wd-Q1886719-Q43,The Turkish Gambit,Boris Akunin,1998,Turkey,Middle East,Russian,,1998s,"The Turkish Gambit is the second novel from the Erast Fandorin series of historical detective novels by Russian author Boris Akunin. It was published in Russia in 1998. The English translation by Andrew Bromfield was published in 2005 as third of Fandorin novels, after Murder on the Leviathan which follows it in the internal chronology."
8320:wd-Q3700520-Q79,wd-Q3700520-Q79,The Curse of the Bronze Lamp,John Dickson Carr,1945,Egypt,Middle East,English,,1945s,"The Curse of the Bronze Lamp is a mystery novel by the American writer John Dickson Carr, who published it under the name of Carter Dickson. It is a locked room mystery or, more properly, a subset of that category known as an ""impossible crime"", and features the series detective Sir Henry Merrivale. Carr considered this one of his best impossible crime novels."
9556:wd-Q4311064-Q18869,wd-Q4311064-Q18869,The Raid,Leo Tolstoy,1853,Caucasus,Middle East,Russian,,1853s,"""The Raid"" is a short story by Russian author Leo Tolstoy, first published in 1853. The story, set in the Caucasus, takes the form of a conversation between the narrator and a military captain about the nature of bravery. The story is based on Tolstoy's own experiences as an artillery cadet stationed in the Caucasus."
10304:wd-Q1247314-Q796,wd-Q1247314-Q796,They Came to Baghdad,Agatha Christie,1951,Iraq,Middle East,English,,1951s,"E-book exclusive extras: 'Agatha Christie in Baghdad,' extensive selections from Agatha Christie: An Autobiography. Plus: Christie biographer Charles Osborne's essay on They Came to Baghdad.Agatha Christie first visited Baghdad as a tourist in 1927; many years later she would become a resident of the exotic and then open city, and it was here, and while on archaeological digs throughout Iraq with her husband, Sir Max Mallowan, that Agatha Christie wrote some of her most important works.They Came to Baghdad is one of Agatha Christie's highly successful forays into the spy thriller genre. In this novel, Baghdad is the chosen location for a secret superpower summit. But the word is out, and an underground organisation is plotting to sabotage the talks.Into this explosive situation stumbles Vi"
4630:wd-Q2267813-Q87,wd-Q2267813-Q87,Guardians of the Lost Library,Don Rosa,1993,Alexandria,Middle East,English,,1993s,"""Guardians of the Lost Library"" is a 1993 comic book story made by Don Rosa for The Walt Disney Company, mentioned by Comics Buyer's Guide as ""possibly the greatest comic book story of all time"". Although afraid at the time of its creation of cramming too many historical details into the story, Rosa himself mentions in Uncle Scrooge #383 that in fan mail he receives to this day, ""Guardians of the Lost Library"" to his own surprise is often referred to as ""'the best Rosa story' or 'the best Duck story' or even 'the best comic book story' (?!!) that fans say they've ever read."""
8198:wd-Q891857-Q230,wd-Q891857-Q230,The Caucasian Chalk Circle,Bertolt Brecht,1949,Georgia,Middle East,German,,1949s,"The Caucasian Chalk Circle is a play by the German modernist playwright Bertolt Brecht. An example of Brecht's epic theatre, the play is a parable about a peasant girl who rescues a baby and becomes a better mother than the baby's wealthy biological parents."
4724:wd-Q1115611-Q192860,wd-Q1115611-Q192860,Hecuba,Euripides,0,Gallipoli,Middle East,Ancient Greek,,,"""In the three great war plays contained in this volume Euripides subjects the sufferings of Troy's survivors to a harrowing examination. The horrific brutality which both women and children undergo evokes a response of unparalleled intensity in the playwright whom Aristotle called the most tragic of poets. Yet the new battle-ground of the aftermath of war is one in which the women of Troy evince an overwhelming greatness of spirit. We weep for the aged Hecuba in her name play and in the Trojan Women, yet we respond with an at times appalled admiration to her resilience amid unrelieved suffering. And in her name play Andromache, the slave-concubine of her husband's killer, endures her existence in the victor's country with a stoic nobility. Of their time yet timeless, these plays insist on"
5984:wd-Q8052257-Q1218,wd-Q8052257-Q1218,Manuscript Found in Accra,Paulo Coelho,2012,Jerusalem,Middle East,Portuguese,,2012s,"""The latest novel from #1 internationally best-selling author Paulo Coelho is a classic of inspiration and reflection, a meditation on life, love, and the significance of change. A novel of philosophical reflection set in Jerusalem during the time of the Crusades. Here a community of Christians, Arabs, and Jews who have long lived together harmoniously have been warned of an imminent attack and certain destruction. Contemplating their demise, the community assembles to seek the wise counsel of a Greek Copt, who imparts comforting and guiding wisdom on the enduring attributes of human character. The novel unfolds as a sequence of parables on love, faith, sex, friendship, beauty, bravery, loyalty, and success. ""--"
7109:wd-Q1581581-Q227,wd-Q1581581-Q227,Red Storm Rising,Tom Clancy,1986,Azerbaijan,Middle East,English,,1986s,"Red Storm Rising is a war novel, written by Tom Clancy and Larry Bond, and released on August 7, 1986. Set in the mid-1980s, it features a Third World War between the North Atlantic Treaty Organization and Warsaw Pact forces, and is notable for depicting the conflict as being fought exclusively with conventional weapons, rather than escalating to the use of weapons of mass destruction or nuclear warfare. It is one of two Clancy novels, along with SSN (1996), that are not set in the Ryanverse."
9973:wd-Q12343066-Q31945,wd-Q12343066-Q31945,The Thousand-and-Second Tale of Scheherazade,Edgar Allan Poe,1845,Arabian Peninsula,Middle East,English,,1845s,"""The Thousand-and-Second Tale of Scheherazade"" is a short-story by American author Edgar Allan Poe (1809–1849). It was published in the February 1845 issue of Godey's Lady's Book and was intended as a partly humorous sequel to the celebrated collection of Middle Eastern tales One Thousand and One Nights."
4970:wd-Q7883361-Q127861,wd-Q7883361-Q127861,Imprisoned with the Pharaohs,H. P. Lovecraft,1924,Khedivate of Egypt,Middle East,English,,1924s,"""Imprisoned with the Pharaohs"" is a short story written by American fantasy author H. P. Lovecraft in collaboration with Harry Houdini in February 1924. Commissioned by Weird Tales founder and owner J. C. Henneberger, the narrative tells a fictionalized account in the first-person perspective of an allegedly true experience of escape artist Harry Houdini. Set in 1910, in Egypt, Houdini finds himself kidnapped by a tour guide, who resembles an ancient pharaoh, and thrown down a deep hole near the Great Sphinx of Giza. While attempting to find his way out, he stumbles upon a gigantic ceremonial cavern and encounters the real-life deity that inspired the building of the Sphinx."
7151:wd-Q667750-Q22647,wd-Q667750-Q22647,Rhesus,Euripides,0,Troy,Middle East,Ancient Greek,,,"Rhesus is an Athenian tragedy that belongs to the transmitted plays of Euripides. Its authorship has been disputed since antiquity, and the issue has invested modern scholarship since the 17th century when the play's authenticity was challenged, first by Joseph Scaliger and subsequently by others, partly on aesthetic grounds and partly on account of peculiarities in the play's vocabulary, style and technique. The conventional attribution to Euripides remains controversial."
10208:wd-Q4399133-Q18869,wd-Q4399133-Q18869,The Wood-Felling,Leo Tolstoy,1855,Caucasus,Middle East,Russian,,1855s,"""The Cutting of the Forest"" is a short novella by Leo Tolstoy written and published in 1855, early in Tolstoy's career."
10034:wd-Q3227898-Q43,wd-Q3227898-Q43,The Treasury of Croesus,Don Rosa,1995,Turkey,Middle East,English,,1995s,"""The Treasury of Croesus"" is a 1995 Donald Duck comic story by Don Rosa. The story was first published in the Danish Anders And & Co. #1995-04; the first American publication was serialized in Walt Disney's Comics and Stories #601-603, in February-June 1996."
4729:wd-Q1248812-Q79,wd-Q1248812-Q79,Helen,Euripides,0,Egypt,Middle East,Ancient Greek,,,"Helen is a drama by Euripides about Helen, first produced in 412 BC for the Dionysia in a trilogy that also contained Euripides' lost Andromeda. The play has much in common with Iphigenia in Tauris, which is believed to have been performed around the same time period."
10041:wd-Q1216943-Q22647,wd-Q1216943-Q22647,The Trojan Women,Euripides,0,Troy,Middle East,Ancient Greek,,,"The Trojan Women is a tragedy by the Greek playwright Euripides, produced in 415 BCE. Also translated as The Women of Troy, or as its transliterated Greek title Troades, The Trojan Women presents commentary on the costs of war through the lens of women and children. The four central women of the play are the same that appear in the final book of the Iliad, lamenting over the corpse of Hector after the Trojan War."
6982:wd-Q116950-Q801,wd-Q116950-Q801,Prince of Fire,Daniel Silva,2005,Israel,Middle East,English,,2005s,"Gabriel Allon is back in Venice, when a terrible explosion in Rome leads to a disturbing personal revelation: the existence of a dossier in terrorist hands that strips away his secrets, lays bare his history. Hastily recalled home to Israel, drawn once more into the heart of a service he had once forsaken, Allon finds himself stalking an elusive master terrorist across a landscape drenched with generations of blood, the trail turning on itself until, finally, he can no longer be certain who is stalking whom. And when at last the showdown comes, it will not be Gabriel alone who is threatened with destruction - for it is not his history alone that has been laid bare."
6150:wd-Q1230918-Q47611,wd-Q1230918-Q47611,Miles gloriosus,Plautus,0,Ephesus,Middle East,Latin,,,"Miles Gloriosus is a comedic play written by Titus Maccius Plautus. The title can be translated as ""The Swaggering Soldier"" or ""Vainglorious Soldier"". His source for Miles Gloriosus was a Greek play, now lost, called Alazon or The Braggart. Although the characters in Miles Gloriosus speak Latin, they are Greeks and largely have Greek names, clothing, and customs. The action takes place in Ephesus, a Greek city on the coast of Asia Minor, famous for its Temple of Artemis, one of the Seven Wonders of the Ancient World."
6993:wd-Q96279371-Q1530,wd-Q96279371-Q1530,Professor Shonku o Baghdader Baksho,Satyajit Ray,0,Baghdad,Middle East,Bengali,,,
8045:wd-Q4518870-Q9248,wd-Q4518870-Q9248,The Black City,Boris Akunin,2012,Baku,Middle East,Russian,,2012s,
4400:wd-Q3927364-Q200441,wd-Q3927364-Q200441,Four Beasts in One,Edgar Allan Poe,1836,Antioch,Middle East,English,,1836s,"Balloon-Hoax
Four Beasts in One
Gold-Bug
Ms. Found in a Bottle
Murders in the Rue Morgue
Mystery of Marie Roget
Oval Portrait
Unparalleled Adventure of One Hans Pfaall"
9903:wd-Q259168-Q7204,wd-Q259168-Q7204,The Sum of All Fears,Tom Clancy,1991,Middle East,Middle East,English,,1991s,"The Sum of All Fears is a political thriller novel, written by Tom Clancy and released on August 14, 1991, as the sequel to Clear and Present Danger (1989). The main character Jack Ryan, who is now the Deputy Director of Central Intelligence, tries to stop a crisis concerning the Middle East peace process wherein Palestinian and former East German terrorists conspire to bring the United States and Soviet Union into a nuclear war. It debuted at number one on the New York Times bestseller list."
3535:wd-Q22240734-Q13583148,wd-Q22240734-Q13583148,David Bek,Raffi,1882,Syunik (historic province),Middle East,Armenian,,1882s,"David Bek is an 1882 novel by Armenian writer Raffi based on the life of Davit Bek, an early 18th century Armenian nobleman and revolutionary. The novel was the base for David Bek, a 1944 Soviet Armenian film by Hamo Beknazarian, and the opera David Bek composed by Armen Tigranian."
3621:wd-Q5244656-Q651688,wd-Q5244656-Q651688,De Niro's Game,Rawi Hage,2006,Beirut Governorate,Middle East,English,,2006s,"In the Christian part of Beirut, torn by civil war, two befriended young men make a different choice about whether to flee or join the fight."
3674:wd-Q5247577-Q3766,wd-Q5247577-Q3766,Death of a Monk,Alon Hilu,2004,Damascus,Middle East,Hebrew,,2004s,"Death of a Monk is a novel by Israeli writer Alon Hilu, published in 2004. An English edition translated by Evan Fallenberg in 2006. The novel is based on the blood libel against the Jews in Damascus, Syria in 1840."
9502:wd-Q7758268-Q1986139,wd-Q7758268-Q1986139,The Prince of Parthia,Thomas Godfrey,1765,Parthian Empire,Middle East,English,,1765s,"The Prince of Parthia is a Neo-Classical tragedy by Thomas Godfrey and was the first stage play written by an American to be presented in the United States by a professional cast of actors, on April 24, 1767, at the Southwark Theatre in Philadelphia. It was first published in 1765. It is set in the Parthian Empire in the 1st century A.D. during the Arsacid dynasty."
9748:wd-Q17152737-Q219060,wd-Q17152737-Q219060,The Shepherd's Grand-Daughter,Anne Laurel Carter,2008,Palestine,Middle East,English,,2008s,"The Shepherd's Granddaughter is a children's novel by Anne Laurel Carter published in 2008. It provides a fictional account of the complex situation between the Jewish and Muslim communities in Palestine, which is seen through the eyes of Amani, a Palestinian girl six years old when the story begins, who sees the land of her ancestors stolen from her family. The issues behind the conflict are too complex for Amani's naïve understanding, but her way of expressing the situation is moving. Carter was inspired to write the novel by her meeting with Palestinians who were living through similar situations that she writes about in the book."
10061:wd-Q86398739-Q169977,wd-Q86398739-Q169977,The Twins,Abd al-Quddus al-Ansari,1930,Hejaz,Middle East,Arabic,,1930s,"The Twins or Al-Tawa’aman is a novel by Saudi Arabian writer Abd al-Quddus al-Ansari. It was published in Damascus in 1350 AH and was the first novel in modern Saudi literature. The novel’s cover stated that it is the “first novel in the Hijaz”, because it was published during the dual monarchy period of the Kingdom of Hijaz and Najd. The Twins is considered to have initiated the art of fiction in Saudi Arabia."
9438:wd-Q788458-Q180773,wd-Q788458-Q180773,The Persians,Aeschylus,0,Susa,Middle East,Ancient Greek,,,"The Persians is an ancient Greek tragedy written during the Classical period of Ancient Greece by the Greek tragedian Aeschylus. It is the second and only surviving part of a now otherwise lost trilogy that won the first prize at the dramatic competitions in Athens' City Dionysia festival in 472 BC, with Pericles serving as choregos. It is Aeschylus' oldest surviving play, and, by extension, the oldest surviving piece of ancient Greek drama."
8478:wd-Q830643-Q11768,wd-Q830643-Q11768,The Egyptian,Mika Waltari,1945,Ancient Egypt,Middle East,Finnish,,1945s,"The Egyptian is a historical novel by Mika Waltari. It was first published in Finnish in 1945, and in an abridged English translation by Naomi Walford in 1949, from Swedish rather than Finnish. Regarded as ""one of the greatest books in Finnish literary history"", it is one of the most-translated Finnish works of literature, and is, so far, the only Finnish novel to be adapted into a Hollywood film, which happened in 1954."
3316:wd-Q1101434-Q16869,wd-Q1101434-Q16869,Cligès,Chrétien de Troyes,1176,Constantinople,Middle East,Old French,,1176s,"Cligès is a poem by the medieval French poet Chrétien de Troyes, dating from around 1176. It is the second of his five Arthurian romances; Erec and Enide, Cligès, Yvain, Lancelot and Perceval. The poem tells the story of the knight Cligès and his love for his uncle's wife, Fenice."
5141:wd-Q3771675-Q79,wd-Q3771675-Q79,Joseph in Egypt,Thomas Mann,1936,Egypt,Middle East,German,,1936s,"Joseph, having been sold as a slave, is taken into Eygpt where he was again sold and thrown into prison on false charges."
5118:wd-Q5929312-Q1218,wd-Q5929312-Q1218,Jeremiah,Stefan Zweig,1917,Jerusalem,Middle East,Unknown,,1917s,"Jeremiah: A Drama in Nine Scenes, or Jeremias, is a 1917 play written in German by Stefan Zweig. Written while he was a soldier, it reflects his pacifist sentiments and Jewish religious background, and ends with the line ""A people can be put in chains, its spirit, never."""
3549:wd-Q43306003-Q87,wd-Q43306003-Q87,Day 1 Tale 3 of the Decameron,Giovanni Boccaccio,0,Alexandria,Middle East,Unknown,,,
9370:wd-Q4309183-Q1262226,wd-Q4309183-Q1262226,The Novice,Mikhail Lermontov,0,Jvari,Middle East,Russian,,,"The Novice is a poem by Mikhail Lermontov written in 1839 and first published in 1840, hailed as ""one of the last examples of the classic Russian romantic poetry,"" according to the Lermontov Encyclopedia."
5912:wd-Q96279505-Q85,wd-Q96279505-Q85,Mahakasher doot,Satyajit Ray,0,Cairo,Middle East,Bengali,,,
3148:wd-Q1035138-Q913793,wd-Q1035138-Q913793,Captains Courageous,Rudyard Kipling,1897,Grand Banks of Newfoundland,North America,English,,1897s,"Captains Courageous: A Story of the Grand Banks is an 1897 novel by Rudyard Kipling that follows the adventures of fifteen-year-old Harvey Cheyne Jr., the spoiled son of a railroad tycoon, after he is saved from drowning by an American fishing schooner in the North Atlantic and is made to earn his keep as a member of the crew."
3084:wd-Q4127106-Q797,wd-Q4127106-Q797,Burning Daylight,Jack London,1910,Alaska,North America,English,,1910s,"Burning Daylight was Jack London's best selling book during his lifetime. The book begins as a two-fisted macho adventure on the Klondike, as the hero--nicknamed Burning Daylight--becomes the most successful entrepreneur during the Alaskan Gold Rush. After acheiving his fame and fortune, he finds no more challenge in the north and heads to the States for new worlds to conquer. He is flim-flammed out of his fortune by Wall Streeters, learns the lesson of dog-eat-dog, and becomes as much of a scoundrel as those who robbed him."
3156:wd-Q623394-Q30622649,wd-Q623394-Q30622649,Carrie,Stephen King,1974,Chamberlain,North America,English,,1974s,"The story of misfit high-school girl, Carrie White, who gradually discovers that she has telekinetic powers. Repressed by a domineering, ultra-religious mother and tormented by her peers at school, her efforts to fit in lead to a dramatic confrontation during the senior prom. 
([source][1])


----------
Also contained in:

 - [The Shining / 'Salem's Lot / Night Shift / Carrie][2]


----------
See also:

 - [Selected from Carrie][3]


  [1]: https://stephenking.com/library/novel/carrie.html
  [2]: https://openlibrary.org/works/OL19558521W
  [3]: https://openlibrary.org/works/OL11018609W/Selected_from_Carrie"
5940:wd-Q1287317-Q60,wd-Q1287317-Q60,Maigret in New York,Georges Simenon,1947,New York City,North America,French,,1947s,"Maigret in New York is a detective novel by Belgian writer Georges Simenon, featuring his character inspector Jules Maigret. The novel was written between February 27 and March 6, 1946, in Sainte-Marguerite-du-Lac-Masson, Quebec, Canada. The book was published in 1947 by Presses de la Cité."
9463:wd-Q7757284-Q1297,wd-Q7757284-Q1297,The Pit,Frank Norris,1903,Chicago,North America,English,,1903s,"The Pit: A Story of Chicago is a 1903 novel by Frank Norris. Set in the wheat speculation trading pits at the Chicago Board of Trade Building, it was the second book in what was to be the trilogy The Epic of the Wheat. The first book, The Octopus, was published in 1901. Norris died unexpectedly in October 1902 from appendicitis, leaving the third book, The Wolf: A Story of Empire, incomplete. Together the three novels were to follow the journey of a crop of wheat from its planting in California to its ultimate consumption as bread in Western Europe."
5473:wd-Q1152343-Q602965,wd-Q1152343-Q602965,Last Sled to Dawson,Don Rosa,1988,Klondike,North America,English,,1988s,"""Last Sled to Dawson"" is a 1988 Scrooge McDuck comic by Don Rosa. It is Rosa's third full-length Uncle Scrooge story after The Son of the Sun and Cash Flow, both published the previous year. Last Sled is the first story in which Rosa delves into Scrooge's past life, on his journey to becoming the richest man in the world, and so acts as a spiritual sequel to Carl Barks's classic Scrooge story ""Back to the Klondike"", describing his experiences as a gold prospector during the Klondike Gold Rush."
3200:wd-Q469889-Q100,wd-Q469889-Q100,Cell,Stephen King,2006,Boston,North America,English,,2006s,Cell is a 2006 apocalyptic horror novel by American author Stephen King. The story follows a New England artist struggling to reunite with his young son after a mysterious signal broadcast over the global cell phone network turns the majority of his fellow humans into mindless vicious animals.
8125:wd-Q82737-Q156418,wd-Q82737-Q156418,The Bottle Imp,Robert Louis Stevenson,1891,Kingdom of Hawaiʻi,North America,English,,1891s,"""The Bottle Imp"" is an 1891 short story by the Scottish author Robert Louis Stevenson usually found in the short story collection Island Nights' Entertainments. It was first published in the New York Herald and Black and White magazine. In it, the protagonist buys a bottle with an imp inside that grants wishes. However, the bottle is cursed; if the holder dies bearing it, the holder's soul is forfeit to hell."
2936:wd-Q239725-Q1537,wd-Q239725-Q1537,Black House,Stephen King,2001,Wisconsin,North America,English,,2001s,"Preceded by: [The Talisman][1]

Black House is a horror novel by American writers Stephen King and Peter Straub. Published in 2001, it is the sequel to [The Talisman][1]. This is one of King's numerous novels that tie in with the Dark Tower series. Black House was nominated to the Bram Stoker Award for Best Novel.

The novel is set in Straub's homeland of Wisconsin, rather than in King's frequently used backdrop of Maine. The town of ""French Landing"" is a fictionalized version of the town of Trempealeau, Wisconsin. Also, ""Centralia"" is named after the nearby small town of Centerville, Wisconsin, located at the intersection of Hwy 93 and Hwy 35.


  [1]: https://openlibrary.org/works/OL15119769W/The_Talisman"
10590:wd-Q435722-Q724,wd-Q435722-Q724,Under the Dome,Stephen King,2009,Maine,North America,English,,2009s,"Under the Dome is a 2009 science fiction novel by the American author, Stephen King. Under the Dome is the 58th book published by Stephen King, and it is his 48th novel. The novel focuses on a small Maine town, and tells an intricate, multi-character, alternating perspective story of how the town's inhabitants contend with the calamity of being suddenly cut off from the outside world by an impassable, invisible glass dome-like barrier that seemingly falls out of the sky, transforming the community into a domed city.

----------
Contains:

 - [Under the Dome 1/2](https://openlibrary.org/works/OL18003966W/Under_the_Dome_1_2)
 - [Under the Dome 2/2](https://openlibrary.org/works/OL18168854W/Under_the_Dome_2_2)"
9387:wd-Q7754903-Q65,wd-Q7754903-Q65,The Old Reliable,P. G. Wodehouse,1951,Los Angeles,North America,English,,1951s,"The Old Reliable is a novel by P. G. Wodehouse, first published in the United Kingdom on 18 April 1951 by Herbert Jenkins, London and in the United States on 11 October 1951 by Doubleday & Co, New York. The novel was serialised in Collier's magazine from 24 June to 22 July 1950, under the title Phipps to the Rescue."
3281:wd-Q5123382-Q12439,wd-Q5123382-Q12439,City Primeval,Elmore Leonard,1980,Detroit,North America,English,,1980s,"Clement Mansell knows how easy it is to get away with murder. The seriously crazed killer is already back on the Detroit streets -- thanks to some nifty courtroom moves by his crafty looker of a lawyer -- and he's feeling invincible enough to execute a crooked Motown judge on a whim. Homicide Detective Raymond Cruz thinks the ""Oklahoma Wildman"" crossed the line long before this latest outrage, and he's determined to see that the hayseed psycho does not slip through the legal system's loopholes a second time. But that means a good cop is going to have to play somewhat fast and loose with the rules -- in order to maneuver Mansell into a wild Midwest showdown that he won't be walking away from."
3172:wd-Q25491298-Q812,wd-Q25491298-Q812,Cat Chaser,Elmore Leonard,1982,Florida,North America,English,,1982s,"The hero of Cat Chaser, George Moran, isn't looking for trouble but finds it anyway when he winds up in bed with the wife of a drug-dealing mob-connected Dominican cop -- vicious, macho and ready to follow George to the ends of the earth, which in this case means Miami."
8174:wd-Q476871-Q16,wd-Q476871-Q16,The Call of the Wild,Jack London,1903,Canada,North America,English,,1903s,"The Call of the Wild is an adventure novel by Jack London, published in 1903 and set in Yukon, Canada, during the 1890s Klondike Gold Rush, when strong sled dogs were in high demand. The central character of the novel is a dog named Buck. The story opens at a ranch in Santa Clara Valley, California, when Buck is stolen from his home and sold into service as a sled dog in Alaska. He becomes progressively more primitive and wild in the harsh environment, where he is forced to fight to survive and dominate other dogs. By the end, he sheds the veneer of civilization, and relies on primordial instinct and learned experience to emerge as a leader in the wild."
3856:wd-Q15091166-Q54066,wd-Q15091166-Q54066,Door to Death,Rex Stout,1949,Westchester County,North America,English,,1949s,"Wikipedia: Three Doors to Death is a collection of Nero Wolfe mystery novellas by Rex Stout, published by the Viking Press in 1950 — itself collected in the omnibus volume Five of a Kind (Viking 1961). The book comprises three stories that first appeared in The American Magazine:

""Man Alive"" (December 1947)
""Omit Flowers"" (November 1948)
""Door to Death"" (June 1949)

Amazon: ""One by one they knock on the door of the incomparable Nero Wolfe, each with a case more perplexing than the one before. First comes the niece of a man who committed suicide by jumping naked into a geyser, only to return just in time to be murdered. Then it’s the strange case of the murder victim’s family covering up for the real killer, while a chef stews in jail. Finally a master horticulturist discovers the wo"
6900:wd-Q54871058-Q30,wd-Q54871058-Q30,Playing with Death,Simon Scarrow,2017,United States,North America,English,,2017s,"FBI Special Agent Rose Blake has faced evil and survived. Haunted by a failed undercover mission, Rose can't shake the memory of her close encounter with a ruthless serial killer - one who could strike again without warning. The call to investigate a suspected arson attack that's left a man dead is a welcome distraction. It's not the kind of case usually assigned to the FBI, but nothing about this crime is usual. As Rose digs deeper, she finds herself confronting the sort of imagination her son might see in the fantasy worlds of his video games. But when your opponent is a killer, nothing feels like a game."
10423:wd-Q15091119-Q24861,wd-Q15091119-Q24861,Too Many Detectives,Rex Stout,1956,Albany,North America,English,,1956s,"""Too Many Detectives"" is a Nero Wolfe mystery novella by Rex Stout, first published September 14, 1956, in Collier's. It first appeared in book form in the short-story collection Three for the Chair, published by the Viking Press in 1957."
10160:wd-Q19897994-Q2009,wd-Q19897994-Q2009,The White Silence,Jack London,1899,Yukon,North America,English,,1899s,"""The White Silence"" is a short story written by American author Jack London in 1899. Like many of London's short stories, it takes place in the Yukon. The story chronicles the travels of three people across the Northland Trail in the Yukon, as they try to reach civilization before spring. This short story deals with the fragile relationship between man and nature, and also between man and animal. Its title is a phrase that London used frequently in his descriptions of the frozen northern landscapes in his stories."
3142:wd-Q1216542-Q99,wd-Q1216542-Q99,Cannery Row,John Steinbeck,1945,California,North America,English,,1945s,"Cannery Row is a novel by American author John Steinbeck, published in 1945. It is set during the Great Depression in Monterey, California, on a street lined with sardine canneries that is known as Cannery Row. The story revolves around the people living there: Lee Chong, the local grocer; Doc, a marine biologist; and Mack, the leader of a group of derelict people. The Monterey location Steinbeck was writing about, on Ocean View Avenue, had been informally called ""Cannery Row"" since World War I. The street was formally renamed ""Cannery Row"" in 1958 in honor of Steinbeck. A film version was released in 1982 and a stage version was produced in 1995."
8459:wd-Q3795723-Q816,wd-Q3795723-Q816,The Dutchman's Secret,Don Rosa,1999,Arizona,North America,English,,1999s,"""The Dutchman's Secret"" is a 1999 Donald Duck comic story by Don Rosa. It is a direct sequel to his 1998 story The Vigilante of Pizen Bluff and is one of his most historically accurate stories."
9233:wd-Q1029999-Q1497,wd-Q1029999-Q1497,The Master of the Mississippi,Don Rosa,1992,Mississippi River,North America,English,,1992s,"""The Master of the Mississippi"" is a 1992 Scrooge McDuck comic by Don Rosa. It's the second of the original 12 chapters in the series The Life and Times of Scrooge McDuck. The story takes place from 1880 to 1882. The story was first published in the Danish Anders And & Co. from 1992 to 1994; the first American publication was in Uncle Scrooge #286, in June 1994."
9557:wd-Q2703893-Q467664,wd-Q2703893-Q467664,The Raider of the Copper Hill,Don Rosa,1993,Butte,North America,English,,1993s,"""The Raider of the Copper Hill"" or ""The King of the Copper Hill"" is a 1993 Scrooge McDuck comic by Don Rosa. It is the fourth of the original 12 chapters in the series The Life and Times of Scrooge McDuck. The story takes place from 1884 to 1885."
10462:wd-Q16205357-Q537749,wd-Q16205357-Q537749,Treasure Under Glass,Don Rosa,1991,Florida Keys,North America,English,,1991s,"""Treasure under Glass"" is a 1991 Uncle Scrooge comic story by Don Rosa."
4542:wd-Q5569989-Q8652,wd-Q5569989-Q8652,Glitz,Elmore Leonard,1985,Miami,North America,English,,1985s,"Psycho mama""s boy Teddy Magyk has a serious jones for the Miami cop who put him away--but he wants to hit Vincent Mora where it really hurts before killing him. So when a beautiful Puerto Rican hooker takes a swan dive from an Atlantic City high-rise, and Vincent naturally shows up to investigate the questionable death of his ""special friend,"" Teddy figures he's got his prey just where he wants him."
